"All","Alle"
"Edit Store View","Winkelaanzicht bewerken"
"New Store View","Nieuw winkelaanzicht"
"Store Information","Winkelinformatie"
"Web Site","Website"
"Name","Naam"
"Code","Code"
"Root Category","Hoofd-categorie (root)"
"Default Store View","Standaard winkelaanzicht"
"Store View Information","Winkelaanzichtgegevens"
"Status","Status"
"Disabled","Uitgeschakeld"
"Enabled","Ingeschakeld"
"Sort Order","Sorteervolgorde"
"Web Site Information","Websitegegevens"
"Default Store","Standaard Winkel"
"Set as Default","Instellen als standaard"
"Stores","Winkels"
"Create Website","Website aanmaken"
"Create Store","Winkel aanmaken"
"Create Store View","Winkelaanzicht aanmaken"
"Home","Home"
"Reset","Reset"
"Are you sure you want to do this?","Weet u zeker dat u dit wilt doen?"
"Add New Image","Nieuwe afbeelding toevoegen"
"Export block for grid %1 is not defined","Export blok voor tabel %1 niet is gedefinieerd"
"Reset Filter","Reset filter"
"Search","Zoeken"
"Any","Elke"
"All Countries","Alle landen"
"From","Van"
"To","Tot"
"Date selector","Datumkiezer"
"[ deleted ]","[ verwijderd ]"
"Select All","Alles selecteren"
"[deleted]","[verwijderd]"
"We couldn't find any records.","Geen record(s) gevonden."
"Add New","Voeg nieuwe toe"
"Invalid export type supplied for grid export block","Ongeldig export type opgegeven voor export rasterblok"
"Export","Export"
"Please correct the column format and try again.","Corrigeer de kolomindeling en probeer het opnieuw."
"Please select items.","Selecteer artikelen."
"Submit","Bevestig"
"Unknown block type","Onbekend bloktype"
"Please correct the tab configuration and try again. Tab Id should be not empty","Corrigeer het tabblad configuratie en probeer het opnieuw. Tab ID mag niet leeg zijn"
"Please correct the tab configuration and try again.","Corrigeer de tab configuratie en probeer het opnieuw."
"You have logged out.","U bent afgemeld."
"Specified cache type(s) don't exist: %1","De gespecificeerde cache type(s) bestaan niet: %1"
"The image cache was cleaned.","Het afbeelding-cachegeheugen werd opgeschoond."
"An error occurred while clearing the image cache.","Er is een fout opgetreden bij het vernieuwen van de afbeeldingen cache."
"The JavaScript/CSS cache has been cleaned.","Het JavaScript/CSS cachegeheugen werd opgeschoond."
"An error occurred while clearing the JavaScript/CSS cache.","Er is een fout opgetreden bij het vernieuwen van de JavaScript / CSS cache."
"The static files cache has been cleaned.","De statische bestanden cache is opgeschoond."
"You flushed the cache storage.","U heeft de cache-opslag geleegd."
"The Magento cache storage has been flushed.","De Magento-cacheopslag is leeg gemaakt."
"Cache Management","Cache Management"
"You can't change status of cache type(s) in production mode","U kunt de status van cache type(s) niet wijziging in productie modus"
"%1 cache type(s) disabled.","%1 cache type(s) uitgeschakeld."
"An error occurred while disabling cache.","Er is een fout opgetreden tijdens het uitschakelen van de cache."
"%1 cache type(s) enabled.","%1 cache type(s) geactiveerd."
"An error occurred while enabling cache.","Er is een fout opgetreden tijdens het inschakelen van de cache."
"%1 cache type(s) refreshed.","%1 cache type(s) vernieuwd."
"An error occurred while refreshing cache.","Er is een fout opgetreden bij het vernieuwen van de cache."
"Dashboard","Dashboard"
"We updated lifetime statistic.","Alle statistieken zijn bijgewerkt."
"We can't refresh lifetime statistics.","Statistieken bijwerken niet gelukt."
"invalid request","ongeldige aanvraag"
"see error log for details","bekijk het error logboek voor details"
"Service unavailable: %1","Service niet beschikbaar: %1"
"Error","Foutmelding"
"Access Denied.","Toegang geweigerd."
"You need more permissions to do this.","U heeft meer bevoegdheden nodig om dit te doen."
"No search modules were registered","Er zijn geen zoekmodules geregistreerd."
"Please make sure that all global admin search modules are installed and activated.","Zorg er voor dat alle globale admin zoekmodules zijn geïnstalleerd en geactiveerd."
"You saved the account.","Het account werd opgeslagen."
"An error occurred while saving account.","Er is een fout opgetreden bij het opslaan van dit account"
"You deleted the design change.","U heeft de design wijziging verwijderd."
"You can't delete the design change.","U kunt de ontwerpwijziging niet verwijderen."
"Store Design","Winkelontwerp"
"Edit Store Design Change","Bewerk winkelontwerpwijziging"
"You saved the design change.","U heeft de ontwerpwijziging opgeslagen."
"System","systeem"
"Manage Stores","Beheer Winkels"
"The database was backed up.","De database back-up werd gemaakt."
"We can't create a backup right now. Please try again later.","Wij kunnen de back-up nu niet maken. Probeer later opnieuw."
"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","Door het verwijderen van een %1 leidt niet tot de verwijdering van de gegevens die eraan gekoppeld zijn (bijv. categorieën, producten, etc.), maar de verwijdering van %1 kan niet ongedaan gemaakt worden. Wij adviseren u een back-up te maken van uw database voordat u de verwijdering van %1 uitvoert."
"Something went wrong. Please try again.","Er ging iets mis. Probeer opnieuw."
"This store cannot be deleted.","Deze winkel kan niet worden verwijderd."
"You deleted the store.","De winkel werd verwijderd."
"Unable to delete the store. Please try again later.","Kan winkel niet verwijderen. Probeer later opnieuw."
"This store view cannot be deleted.","Het winkelaanzicht kan niet worden verwijderd."
"Store View","Winkelaanzicht"
"You deleted the store view.","Het winkelaanzicht is verwijderd."
"Unable to delete the store view. Please try again later.","Kan winkelaanzicht niet verwijderen. Probeer later opnieuw."
"This website cannot be deleted.","Deze website kan niet worden verwijderd."
"You deleted the website.","U heeft de website verwijderd."
"Unable to delete the website. Please try again later.","Kan website niet verwijderen. Probeer later opnieuw."
"The website does not exist.","De website bestaat niet."
"Before modifying the website code please make sure it is not used in index.php.","Controleer voordat u de websitecode aanpast of het niet gebruikt wordt in index.php."
"The store does not exist","De winkel bestaat niet"
"Store view doesn't exist","Winkelzicht bestaat niet"
"Before modifying the store view code please make sure it is not used in index.php.","Controleer voordat u de winkelaanzichtcode aanpast of deze niet gebruikt wordt in index.php."
"New","Nieuw"
"All Stores","Alle winkels"
"You saved the website.","U heeft de website opgeslagen."
"The default store cannot be disabled","De standaard winkel kan niet worden uitgeschakeld"
"You saved the store view.","Winkelaanzicht opgeslagen."
"An inactive store view cannot be saved as default store view","Een inactief Winkelaanzicht kan niet worden opgeslagen als standaard Winkelaanzicht"
"You saved the store.","Winkel opgeslagen."
"Something went wrong while saving. Please review the error log.","Er ging iets mis tijdens het opslaan. Raadpleeg het error log bestand."
"Last 24 Hours","Laatste 24 uur"
"Last 7 Days","Laatste 7 dagen"
"Current Month","Huidige maand"
"YTD","YTD"
"2YTD","2YTD"
"Authentication storage is incorrect.","Authenticatie opslag niet correct."
"You did not sign in correctly or your account is temporarily disabled.","Inloggegevens zijn onjuist of uw account is tijdelijk uitgeschakeld."
"Authentication error occurred.","Authenticatie fout."
"Admin session lifetime must be less than or equal to 31536000 seconds (one year)","Admin-sessielevensduur moet minder of gelijk aan 31536000 seconden (één jaar) zijn"
"Admin session lifetime must be greater than or equal to 60 seconds","Admin-sessielevensduur moet groter of gelijk aan 60 seconden zijn"
"Order","Bestelling"
"Order #%1","Order #%1"
"You need more permissions to access this.","U heeft meer bevoegdheden nodig om toegang te krijgen."
"Sorry, you need permissions to view this content.","Helaas, u bent niet gemachtigd om deze inhoud weer te geven."
"Next steps","De volgende stappen"
"If you think this is an error, try signing out and signing in again.","Als u denkt dat dit niet klopt, probeert u zich dan af te melden en opnieuw aan te melden."
"Contact a system administrator or store owner to gain permissions.","Benader een systeembeheerder of winkeleigenaar om te worden gemachtigd."
"Return to","Terug naar"
"previous page","vorige pagina"
"Welcome, please sign in","Inloggen"
"Username","Gebruikersnaam"
"user name","gebruikersnaam"
"Password","Wachtwoord"
"password","wachtwoord"
"Sign in","Inloggen"
"Select Range:","Selecteer bereik:"
"No Data Found","Geen gegevens gevonden"
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","Grafiek is uitgeschakeld. Om de grafiek in te schakelen, klikt u <a href=""%1"">hier</a>."
"Last Orders","Laatste orders"
"Last Search Terms","Laatste zoektermen"
"Top Search Terms","Top zoektermen"
"There are no search keywords.","Er zijn geen zoekwoorden gevonden."
"View Statistics For:","Bekijk statistieken voor:"
"All Websites","Alle Websites"
"Reload Data","Gegevens opnieuw laden"
"Browse Files...","Blader door bestanden..."
"Magento","Magento"
"Copyright &copy; %1 Magento Commerce Inc. All rights reserved.","Copyright &copy; %1 Magento Commerce Inc. Alle rechten voorbehouden."
"ver. %1","ver. %1"
"Magento Admin Panel","Magento Admin Panel"
"Account Setting","Accountinstellingen"
"Customer View","Overzicht"
"Sign Out","Uitloggen"
"About the calendar","Over de kalender"
"Close","Sluiten"
"Go Today","Naar vandaag"
"Previous","Vorige"
"Next","Volgende"
"WK","WK"
"Time","Tijd"
"Hour","Uur"
"Minute","Minuut"
"JavaScript may be disabled in your browser.","JavaScript is mogelijk uitgeschakeld in uw browser."
"To use this website you must first enable JavaScript in your browser.","Om deze website te gebruiken moet u eerst JavaScript inschakelen in uw browser."
"This is only a demo store. You can browse and place orders, but nothing will be processed.","Dit is een demo winkel. U kunt de winkel bekijken en bestellingen plaatsen, maar niets zal worden verwerkt of verstuurd."
"Report an Issue","Meld een probleem"
"Store View:","Winkelaanzicht:"
"Stores Configuration","Winkels Configuratie"
"Please confirm scope switching. All data that hasn't been saved will be lost.","Bevestig wijziging toepassing niveau. Alle gegevens die nog niet opgeslagen zijn, zullen verloren gaan."
"Additional Cache Management","Additionele cacheopties"
"Flush Catalog Images Cache","Leeg Catalogus Afbeeldingen Cache"
"Pregenerated product images files","Voorgegenereerde productafbeeldingsbestanden"
"Flush JavaScript/CSS Cache","Leeg JavaScript/CSS Cache"
"Themes JavaScript and CSS files combined to one file","De JavaScript- en CSS-bestanden van het thema zijn samengevoegd tot één bestand"
"Flush Static Files Cache","Leeg statische bestanden Cache"
"Preprocessed view files and static files","Voorbewerkte weergavebestanden en statische bestanden"
"Catalog","Catalogus"
"JavaScript/CSS","JavaScript/CSS"
"JavaScript/CSS Cache","JavaScript/CSS Cache"
"No records found.","Geen records gevonden."
"Images","Afbeeldingen"
"Big Image","Grote afbeelding"
"Thumbnail","Thumbnail"
"Additional Settings","Aanvullende instellingen"
"records found","records gevonden"
"selected","geselecteerd"
"per page","per pagina"
"Previous page","Vorige pagina"
"of %1","van %1"
"Next page","Volgende pagina's"
"Export to:","Exporteer naar:"
"Actions","acties"
"Mass Actions","Bulk acties"
"Unselect All","Deselecteer alles"
"Select Visible","Selecteer zichtbare"
"Unselect Visible","Deselecteer zichtbare"
"Changes have been made to this section that have not been saved.","Wijzigingen, die in deze sectie zijn gemaakt, zijn nog niet opgeslagen."
"This tab contains invalid data. Please resolve this before saving.","Dit tabblad bevat ongeldige gegevens; deze moeten voor het opslaan gecorrigeerd worden."
"The information in this tab has been changed.","De informatie in dit tabblad is gewijzigd"
"Loading...","Bezig met laden..."
"We could not detect a size.","We kunnen geen grootte detecteren."
"We don't recognize or support this file extension type.","We herkennen of ondersteunen dit bestandsformaat type niet."
"Allow everything","Alles toestaan"
"Magento Admin","Magento Site-beheer"
"Global Search","Globale zoektocht"
"Marketing","Marketing"
"SEO & Search","SEO & zoeken"
"User Content","Gebruikers-content"
"Content","inhoud"
"Elements","Elementen"
"Design","Ontwerp"
"Schedule","Tijdsplanning"
"Settings","Instellingen"
